"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"China","CHN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1114609270737.99","1259038032531.46","1470903969296.07","1714826334398.25","1979777658965.89","2242702993468.48","2510374158399.84","2791287913776.8","3044172457140.99","3324725650183.3","3687631479659.45","4082650449958.1","4526020825779.07","5072833908567.97","5736264892179.38","6588930215901.39","7651864506954.52","8975592720883.64","10033234295495.5","11059907750616.4","12378807960428.5","13844365195917.5","15124538193948.2","16185063329894.8","17121277216284.5","17796747505545.6","18712096136720.3","19887033884256.7","21739076706358.4","23443654490268.2","24273360242048",
"Cote d'Ivoire","CIV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24477689534.4561","25315822933.1271","25829424373.6939","26390773174.5126","27172983311.9361","29719653036.3218","32602999324.5023","34428330483.6694","36532485321.8448","37659397375.2589","37704903407.3692","38578699259.3449","38535391861.4359","38717398903.2769","40249503255.3041","42217625710.7882","44154536391.7529","46140929547.7493","48234544139.9958","50182540177.5885","51791592985.4775","50553775704.1465","56584389144.1854","62472328771.073","70830156789.7432","108068702923.226","112609566975.11","118051344947.092","129215106318.266","139717847785.103","143978868668.118",
"Cameroon","CMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21842949070.9917","21721581876.77","21527882021.2552","20290083940.3806","21163514059.1829","22357020058.2563","23759231000.3005","25449232599.0397","26894363669.4905","28453642064.0552","30123382459.1011","32128792500.7483","34019889758.5085","36234280995.7724","39732963802.6456","41798500648.445","44552398862.6827","47991918659.0707","50632335349.9686","52140052680.7101","54552906079.4692","57992159983.0529","61350020204.4768","66289532991.1811","72249773159.4018","75964910602.352","81471243200.7112","87320624933.3409","93049737681.0522","98234732671.8702","100150776176.245",
"Congo, Dem. Rep.","COD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30535084941.1871","28909375696.9554","26463531495.9865","23441932568.4013","23008759750.2506","23655668939.7513","23842326659.7223","22905484734.2911","22787083115.0838","22128994490.4561","21060176244.7659","21070113824.3506","22034314859.7472","23695372342.8665","25972970911.5783","28425131021.737","30843600275.5443","33654656303.6287","36445343420.1171","37771654915.2451","40927874364.2296","44655249523.1256","46214046396.4042","53767800424.5674","62684684446.4372","69035657196.8067","75926663565.3293","86267287184.0017","93480842340.5166","99321479473.8537","101302063706.217",
"Congo, Rep.","COG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8184434292.03364","8663889470.88256","9092785124.87199","9217123012.34576","8896832367.62905","9445392670.53357","10031007655.0016","10146583050.4993","10644287162.9626","10519144650.5211","11569040902.3656","12272373163.7529","13037691533.866","13387813833.4163","14226217915.9076","15807076328.4554","17586024128.6279","16864049913.386","18276274961.3834","20558681190.979","22863769887.3057","23856263885.5927","28575641891.042","28055516787.2607","28095573770.9106","22531030873.9338","19019213654.3765","21678869677.3071","21123593284.0865","21550589603.2462","20077885690.4959",
"Colombia","COL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165811635955.11","174850125639.258","186068544808.866","200737076273.821","216945096246.472","233017318086.982","242162000289.258","254947667572.913","259286156704.974","251971929037.137","265139277582.619","275501257541.086","286866650068.873","303642993712.837","328447014346.079","355031898592.062","390344576673.224","427839048098.504","450482195444.044","459089499041.974","485313992986.772","529875186711.481","553768023392.023","591783692551.88","625019201607.324","630399533935.377","665398390495.011","693117074956.624","738255956697.645","786356837117.102","741127933021.843",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","652959302.757004","638618075.656564","708893559.932369","747511633.765411","723187298.980234","765007843.548196","768952442.256539","814246706.598598","833971598.291125","862293248.067738","977201192.289082","1021932606.40175","1062232344.85376","1104722039.49597","1156241340.04546","1226088471.07178","1296628558.15134","1342111858.43775","1422946026.54019","1479676880.56774","1553800742.62498","1651292301.29229","1817991275.62343","1954973713.18646","2063131653.84176","2106508753.21871","2278472094.4975","2467927827.4934","2613883972.8401","2713387115.04393","2881116497.78032",
"Cabo Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359202094.163064","376563744.131071","427271127.833495","475488963.148138","578801760.550227","674920711.577933","765260494.394228","865551005.275473","984855878.410973","1111197967.56204","1298320125.29324","1356407350.87344","1450212561.98467","1538833769.87013","1741402947.56962","1919769965.4099","2135774029.45785","2525862346.12011","2746244179.56535","2732025196.27904","2804400161.48438","2976609859.53646","2939948400.20897","2964468795.09437","2979100325.6128","3145505183.22012","3358352135.31607","3570702548.67827","3822113398.98579","4110838978.05366","3545549869.30145",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15678783414.3357","16576242557.4188","18513955411.6422","20297915420.8718","21668218046.8056","23041540614.6989","23780287864.5049","25531053263.264","27665797414.3383","29248133923.8376","31058791334.8892","32848141545.4623","34507855087.4324","36666131356.6165","39319267443.1219","42156341156.67","46614214406.9645","51798690335.0844","55308295226.4532","55243161553.2537","58882611697.2804","62759466862.0172","67139321101.4156","71159735248.3123","77049117295.3123","82852849095.4676","93454856085.2032","100716906502.777","104960284942.686","109998851350.524","107138476194.559",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36930080084.5784","39000443263.6328","41153083817.3755","43538333779.1828","45750666835.3987","48062896700.8541","50662373040.5981","53569077945.6664","55018632250.566","58439400474.3598","61931451068.0235","64696060000.5277","68246621044.8307","73968850186.9752","79220518342.9099","84631047616.7475","93559821334.8853","99475061306.7724","102988383025.25","100231463034.508","102947590155.614","106370488091.406","106867203063.177","109382366015.659","110948327450.777","109759337199.014","110044369814.163","115185364257.119","120325492945.926","123386015447.822","116543643151.244",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3038884425.01753","3083933199.25936","3145152626.71421","3212793281.99628","3306166250.57304","3432211818.55632","3593925476.73012","3781621515.67673","3939532072.22197","3948474420.05848","3997771738.15466","4106283622.56743","3980978516.61811","3987244429.21591","3956860925.03556","3963751079.56532","3961008962.771","4080536556.8692","4087997476.75995","4019501296.06343","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3622388218.75346","3837335703.06997","3897995483.83704","3644897649.50181","3587234323.57851","3704981220.90876","3702634809.49612","3742216952.82512","3837526367.42325","3964557950.77372","4169236872.54371","4421090332.81748","4717127750.98439","4984607431.26117","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7721907089.99842","8042078278.39729","8998532852.75769","9276311485.93614","10033389519.8529","11100412673.7009","11425642631.3658","11922451010.3955","12737398221.5822","13501982859.9202","14781142813.0357","16045518212.955","16716270316.0339","17422389736.6778","18871595510.3977","20504253210.9772","22510419327.7518","25193704019.7818","27398488321.6769","27400251815.3772","27744210911.701","28345798720.9993","27503447269.3754","26181499623.0754","25643576078.0543","26968548608.4516","30416963879.7643","32705435190.0652","35217208449.0786","36613805571.9232","34385468807.1818",
"Czech Republic","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131987392000.866","120602182149.421","122725777836.317","125711269069.491","132131097150.933","142784039482.416","151155625704.906","152702014131.311","154180018574.889","158333514882.971","166568303684.951","180105231064.63","186119951272.35","198965797173.348","213269647175.704","225620777980.803","244624895159.7","270349141425.54","290503942992.86","290152852098.665","292270172129.532","304400911032.007","307490190596.132","324029971676.001","342099831459.922","357503876184.69","381420338169.846","411327867894.58","437252413726.212","462266215328.226","449879867408.189",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1542270388292.22","1675874925495.53","1747028513949.05","1770951336742.62","1852029939404.49","1920062346464.74","1967540466893.8","2015112703075.66","2079407729778.78","2158514818382.19","2237046842334.7","2337157702796.47","2406901890705.46","2465900513011.49","2583407647275.77","2622040720917.68","2810241425221.81","2981617997900.56","3103957698735.13","3017519833191.45","3187863147138.46","3415020684916.05","3487232707438.34","3628559701800.76","3807112936430.42","3889081660716.44","4165169650070.14","4386727409191.68","4571617059573.33","4676885747640.57","4516934682331.35",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3624994849.43033","3854585103.65772","4181038015.51501","4359928618.60477","4612122077.43311","5119940247.95879","5616285889.41134","5712736912.50751",
"Dominica","DMA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302540007.297754","316986609.562028","330790044.536088","345950107.815144","353459444.484999","371808646.508023","390369360.449793","406034400.773472","426101542.267374","433784130.672522","453859698.111561","463518650.473709","457534772.433252","495639257.142227","524510409.786221","544395828.602416","587003865.215439","641066392.353666","700074653.941349","697161244.06083","710028908.235366","723240297.773785","705767394.597635","720553048.260504","775558493.883368","792974988.031191","852085425.178163","807786936.210854","846191048.208206","891091972.147115","751188147.836357",
"Denmark","DNK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93563363865.4322","98075475820.6787","102273606169.563","104707950132.612","112646595612.042","118490587756.361","124645354111.689","131700484168.712","136917874504.331","141846293400.642","153089941089.323","157816389692.595","164720383885.92","165968359128.535","177870426541.561","185074466960.377","202725721866.697","212771395889.855","226767483101.984","222918169654.131","238749486786.169","247352252302.688","250524614311.535","262368108591.261","270330620655.251","278748351517.934","297719080444.573","319130157564.111","332882694745.239","348263919788.365","353101076706.328",
"Dominican Republic","DOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26151683421.271","27291329057.1485","31045403671.3348","34121822059.9676","35756703157.6101","38582036686.0714","41637056891.5388","46147315542.0133","49800139033.4134","53520017838.257","57267194692.876","59962698191.2842","63649185862.8349","63958774211.8146","67368761760.792","76016797709.1886","85502321820.437","94310295425.381","99230524886.4171","100933041032.106","110624711805.73","116474304267.389","118182716945.457","125423585902.201","136975940972.301","151560391082.114","167506141668.242","175940743802.656","192745121996.133","206097556537.454","194575977652.128",
"Algeria","DZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178047555718.194","181859874032.263","189352379120.665","189770017935.018","192078016861.815","203557708657.286","215783457902.081","222058086775.196","236009831125.586","247078708282.633","262200968971.436","275990716024.639","296056184234.436","323266133946.152","346243817196.005","378093830119.934","396157830451.201","420630925674.985","439104257192.676","449530996743.36","471140848855.508","494931021150.323","497330252318.817","497988213510.825","506135099313.805","477357304455.376","471383266569.55","485801959708.229","503435564691.422","516522033631.689","494125154264.554",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2319051922041.21","2581624337556.69","2910613019070.79","3289318784952.78","3703549831206.08","4142443500194.94","4588230843240.05","4983060839256.84","5077596974290.07","5450270141354.14","5980353626044.49","6506888348309.67","7114859914310.47","7862791823565.25","8776847242560.84","9901316154059.51","11261162741784.3","12921298719077","14253493052914.3","15425859342841.9","17100535339318.5","18897661605912","20639311979657.3","21990703635913.8","23183640673241.6","24022774749616.9","25263248953620.1","26840274682511.5","29240130535929.2","31437384809198.7","32047038744046.9",
"Early-demographic dividend","EAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5902095078802.97","6395001601984.59","6818349810330.46","7154573356459.73","7527475426816.55","7956254865451.65","8559520319146.85","9089054032281.97","9168495556758.48","9525357068001.07","10195671341514","10612469633236.7","10991984401666.9","11805902492489.9","12938784078678.5","14154161619256.8","15562367131381","16975017987117.2","18052903803549.9","18619402025892.9","20083518458254.4","21573246262523.7","22992979200176.5","24051144615233.2","25062283890257.5","25717900919612.5","26980067789826.4","28677545877692.8","30462970279265.1","31739052908783","30618979402313.9",
"East Asia & Pacific","EAS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5851558131628.27","6390124232343.7","6892620617027.55","7434406868213.32","8122181035628.58","8832128913046.62","9567262422393.38","10181363281091.5","10281661831265.3","10866003165064.9","11792551024818.2","12516486170734.3","13399205264337.1","14382991523610.8","15722845839302.9","17233085518173.9","19047648802179.4","21199470891349","22711800318046.6","23726515833551.9","25926707230826.8","28082194049542.4","30160652162618.1","31959181451215.1","33354014415017.1","34549995035356.8","35939304194299.8","37857476602337.3","40646566619326.9","43069733850953.5","43438305108022.4",
